CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
28260,MR.,HUNTER,ROBERTS,8/22/1961,S,M,Hunter33@Adventure-Works.Com,70000,5,Partial College,Professional,N
28261,MRS.,STEPHANIE,GRIFFIN,7/22/1961,M,F,Stephanie48@Adventure-Works.Com,80000,5,Partial College,Professional,Y
28262,MRS.,DESTINY,DIAZ,7/7/1961,M,F,Destiny68@Adventure-Works.Com,80000,5,Partial College,Professional,Y
28263,MR.,JONATHAN,LEE,5/7/1961,M,M,Jonathan76@Adventure-Works.Com,80000,5,Partial College,Professional,Y
28264,MRS.,NICOLE,DIAZ,9/27/1961,S,F,Nicole71@Adventure-Works.Com,90000,4,Partial College,Professional,N
28265,MR.,SHIRLEEN,TRAVERS,8/25/1961,S,M,Shirleen0@Adventure-Works.Com,90000,4,High School,Professional,Y
28266,,WYATT,FLORES,3/23/1961,S,NA,Wyatt62@Adventure-Works.Com,90000,4,High School,Professional,N
28267,MRS.,JORDAN,YOUNG,3/12/1961,M,F,Jordan46@Adventure-Works.Com,110000,1,Partial College,Professional,Y
28269,MRS.,ALEXANDRA,GREEN,2/23/1961,S,F,Alexandra56@Adventure-Works.Com,130000,1,Bachelors,Management,N
28270,MR.,SAMUEL,LONG,3/26/1955,S,M,Samuel8@Adventure-Works.Com,60000,2,High School,Professional,Y
28271,MR.,SEAN,GONZALEZ,6/4/1955,S,M,Sean40@Adventure-Works.Com,60000,2,High School,Professional,Y
28272,MR.,HUNTER,JAI,10/16/1955,M,M,Hunter27@Adventure-Works.Com,70000,4,High School,Professional,Y
28273,MRS.,MADELINE,MITCHELL,8/14/1955,M,F,Madeline11@Adventure-Works.Com,90000,2,High School,Professional,Y
28275,MR.,IAN,HOWARD,6/17/1954,S,M,Ian78@Adventure-Works.Com,70000,2,Partial High School,Skilled Manual,N
28276,,CHRISTY,DENG,11/25/1935,M,NA,Christy21@Adventure-Works.Com,40000,3,Partial College,Professional,Y
28277,MRS.,KATRINA,DENG,2/2/1935,S,F,Katrina0@Adventure-Works.Com,40000,3,Partial College,Professional,Y
28278,MR.,JAIME,BECKER,7/21/1935,M,M,Jaime43@Adventure-Works.Com,50000,2,Graduate Degree,Management,Y
28279,MR.,SPENCER,SIMMONS,11/23/1935,M,M,Spencer17@Adventure-Works.Com,50000,2,Graduate Degree,Management,Y
28280,MR.,TRISTAN,POWELL,2/22/1935,S,M,Tristan9@Adventure-Works.Com,50000,2,Graduate Degree,Management,Y
28281,MR.,JUAN,COX,12/26/1935,M,M,Juan20@Adventure-Works.Com,70000,4,Graduate Degree,Management,Y
28282,MRS.,CINDY,FOSTER,7/21/1936,S,F,Cindy27@Adventure-Works.Com,50000,2,Graduate Degree,Management,Y
28283,MRS.,RACHEL,LONG,1/11/1960,S,F,Rachel57@Adventure-Works.Com,80000,5,Partial College,Professional,N
28284,MRS.,BAILEY,KELLY,3/5/1960,S,F,Bailey1@Adventure-Works.Com,80000,5,Partial College,Professional,Y
28285,MRS.,SAVANNAH,KING,2/27/1960,M,F,Savannah42@Adventure-Works.Com,100000,3,Partial College,Professional,Y
28287,MRS.,LAUREN,BENNETT,5/16/1960,M,F,Lauren48@Adventure-Works.Com,110000,3,Partial College,Professional,Y
28288,MR.,MARCO,SRINI,9/1/1960,S,M,Marco9@Adventure-Works.Com,110000,3,Partial College,Professional,Y
28289,MR.,JACK,GONZALES,9/20/1960,S,M,Jack17@Adventure-Works.Com,160000,1,Partial College,Professional,N
28290,MR.,IAN,BROOKS,4/15/1954,S,M,Ian66@Adventure-Works.Com,70000,2,Partial High School,Skilled Manual,N
28291,MR.,DAVID,MILLER,4/21/1954,S,M,David64@Adventure-Works.Com,70000,3,Partial High School,Skilled Manual,N
28292,MRS.,ALEXANDRA,SMITH,11/7/1954,S,F,Alexandra92@Adventure-Works.Com,70000,3,Partial High School,Skilled Manual,Y
28293,MRS.,SHELBY,COX,2/15/1954,S,F,Shelby11@Adventure-Works.Com,60000,2,Partial High School,Skilled Manual,N
28294,MRS.,ALEXIS,JENKINS,8/4/1954,S,F,Alexis29@Adventure-Works.Com,60000,2,Partial High School,Skilled Manual,Y
28295,MR.,WYATT,COLLINS,2/21/1954,M,M,Wyatt48@Adventure-Works.Com,60000,2,Partial High School,Skilled Manual,N
28296,MR.,THOMAS,BUTLER,9/16/1953,S,M,Thomas16@Adventure-Works.Com,70000,3,Graduate Degree,Management,N
28297,MRS.,GABRIELLE,EDWARDS,3/23/1953,S,F,Gabrielle46@Adventure-Works.Com,70000,3,Graduate Degree,Management,N
28298,MRS.,MARIA,EDWARDS,8/22/1953,M,F,Maria45@Adventure-Works.Com,70000,3,Graduate Degree,Management,Y
28299,MR.,JONATHAN,SHAN,6/28/1951,S,M,Jonathan28@Adventure-Works.Com,40000,3,Partial College,Professional,N
28300,MRS.,ABIGAIL,BENNETT,11/23/1949,S,F,Abigail26@Adventure-Works.Com,30000,4,High School,Professional,Y
28301,MRS.,JASMINE,LONG,8/27/1949,S,F,Jasmine49@Adventure-Works.Com,30000,4,High School,Professional,N
28302,MRS.,CAROLINE,HUGHES,2/20/1949,M,F,Caroline12@Adventure-Works.Com,30000,4,High School,Professional,Y
28303,MR.,JUSTIN,LEWIS,11/27/1964,S,M,Justin49@Adventure-Works.Com,60000,3,Bachelors,Professional,Y
28304,MRS.,COLLEEN,ZENG,2/16/1964,M,F,Colleen23@Adventure-Works.Com,60000,4,Bachelors,Professional,Y
28305,MRS.,PATRICIA,LOPEZ,8/7/1964,S,F,Patricia19@Adventure-Works.Com,60000,4,Bachelors,Professional,Y
28306,MRS.,ELIZABETH,POWELL,6/1/1963,M,F,Elizabeth38@Adventure-Works.Com,60000,5,Bachelors,Professional,Y
28307,MRS.,MORGAN,GRAY,2/23/1963,M,F,Morgan63@Adventure-Works.Com,60000,3,Bachelors,Professional,Y
28308,MR.,HECTOR,SERRANO,10/7/1963,S,M,Hector14@Adventure-Works.Com,60000,3,Bachelors,Professional,Y
28309,MRS.,JULIE,LAL,4/7/1967,M,F,Julie13@Adventure-Works.Com,90000,2,Bachelors,Professional,N
28310,MR.,ROSS,SANCHEZ,5/24/1967,M,M,Ross19@Adventure-Works.Com,90000,4,Bachelors,Professional,N
28311,MR.,TERRY,RAJE,2/8/1967,S,M,Terry16@Adventure-Works.Com,100000,,Graduate Degree,Management,Y
28312,MRS.,JOY,JIMENEZ,12/25/1962,S,F,Joy6@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,N
28313,MR.,BRETT,PEREZ,3/15/1962,S,M,Brett21@Adventure-Works.Com,60000,1,Bachelors,Professional,Y
28314,MR.,DWAYNE,ROMERO,10/27/1962,S,M,Dwayne8@Adventure-Works.Com,60000,1,Bachelors,Professional,Y
28315,MRS.,STACY,ALONSO,10/5/1962,S,F,Stacy9@Adventure-Works.Com,60000,1,Bachelors,Professional,N
28316,MRS.,JAIME,MARTIN,6/11/1962,M,F,Jaime1@Adventure-Works.Com,60000,1,Bachelors,Professional,N
28317,MR.,IVAN,WEBER,11/2/1961,M,M,Ivan2@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,N
28318,MRS.,GRACE,LEE,7/9/1961,M,F,Grace21@Adventure-Works.Com,60000,1,Bachelors,Professional,N
28319,MRS.,ASHLEE,SHE,5/15/1960,S,F,Ashlee7@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,N
28320,MRS.,JANET,NAVARRO,11/19/1960,S,F,Janet15@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,Y
28321,MR.,ARTURO,WU,5/10/1960,M,M,Arturo7@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,N
28322,MR.,WILLIE,CHEN,1/23/1964,S,M,Willie3@Adventure-Works.Com,70000,,Bachelors,Professional,N
28323,MR.,NATHAN,MOORE,6/2/1963,S,M,Nathan66@Adventure-Works.Com,70000,,Bachelors,Professional,N
28324,MR.,JÉSUS,MARTIN,10/5/1962,M,M,Jésus1@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,Y
28325,MR.,DREW,LAL,7/15/1961,S,M,Drew9@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,N
28326,MRS.,CARLA,LOPEZ,11/5/1958,S,F,Carla19@Adventure-Works.Com,90000,2,Bachelors,Professional,Y
28327,MRS.,TABITHA,SERRANO,12/17/1957,S,F,Tabitha37@Adventure-Works.Com,70000,1,Partial College,Skilled Manual,N
28328,MR.,KYLE,GREEN,4/22/1956,M,M,Kyle42@Adventure-Works.Com,80000,2,Partial College,Skilled Manual,Y
28329,MR.,MARCUS,WASHINGTON,11/6/1953,S,M,Marcus63@Adventure-Works.Com,30000,2,Partial College,Clerical,Y
28330,MR.,CHARLES,BAILEY,4/2/1976,M,M,Charles64@Adventure-Works.Com,30000,,High School,Skilled Manual,Y
28331,MS.,COLLEEN,BECK,8/5/1976,M,F,Colleen43@Adventure-Works.Com,30000,,High School,Skilled Manual,N
28332,MR.,RYAN,WASHINGTON,6/6/1976,M,M,Ryan16@Adventure-Works.Com,40000,,High School,Skilled Manual,Y
28333,MS.,JAIME,JIMENEZ,6/12/1980,M,F,Jaime6@Adventure-Works.Com,30000,,High School,Skilled Manual,N
28334,MS.,MARCO,TANARA,11/17/1980,S,F,Marco21@Adventure-Works.Com,30000,,High School,Skilled Manual,Y
28335,MS.,REBEKAH,SRINI,9/22/1980,M,F,Rebekah8@Adventure-Works.Com,30000,,High School,Skilled Manual,N
28336,MR.,EDWARD,MARTIN,3/8/1980,M,M,Edward37@Adventure-Works.Com,40000,,High School,Skilled Manual,Y
28337,MS.,MELISSA,BENNETT,11/15/1980,M,F,Melissa20@Adventure-Works.Com,40000,,High School,Skilled Manual,Y
28338,MRS.,KRISTI,VANCE,3/5/1937,M,F,Kristi20@Adventure-Works.Com,30000,2,Partial College,Clerical,N
28339,MR.,SEAN,EDWARDS,7/22/1978,S,M,Sean32@Adventure-Works.Com,40000,,High School,Skilled Manual,N
28340,MR.,LUCAS,BUTLER,10/6/1978,S,M,Lucas62@Adventure-Works.Com,40000,,High School,Skilled Manual,N
28341,MR.,JEREMY,WILSON,9/3/1978,S,M,Jeremy1@Adventure-Works.Com,40000,,High School,Skilled Manual,Y
28342,MS.,BRIANNA,MURPHY,1/15/1978,M,F,Brianna32@Adventure-Works.Com,40000,,High School,Skilled Manual,Y
28343,MS.,SHELBY,MORGAN,12/7/1977,S,F,Shelby22@Adventure-Works.Com,30000,,Partial High School,Clerical,N
28344,MR.,ALVIN,ZHU,10/23/1977,S,M,Alvin14@Adventure-Works.Com,30000,,Partial High School,Clerical,N
28345,,DIANA,SERRANO,12/24/1977,M,NA,Diana15@Adventure-Works.Com,40000,,High School,Skilled Manual,Y
28346,MR.,EDUARDO,RUSSELL,6/4/1979,S,M,Eduardo63@Adventure-Works.Com,30000,,Partial High School,Clerical,N
28347,MS.,LATOYA,ANAND,9/11/1979,S,F,Latoya21@Adventure-Works.Com,40000,,High School,Skilled Manual,N
28348,MRS.,NICHOLE,JAI,4/5/1939,S,F,Nichole11@Adventure-Works.Com,40000,2,Bachelors,Management,Y
28349,MRS.,KRISTI,VAZQUEZ,2/21/1939,S,F,Kristi10@Adventure-Works.Com,40000,2,Bachelors,Management,N
28350,MRS.,ALISHA,HOLT,3/23/1939,S,F,Alisha35@Adventure-Works.Com,60000,2,Graduate Degree,Management,N
28351,MR.,DONALD,RODRIGUEZ,7/13/1940,M,M,Donald21@Adventure-Works.Com,40000,2,Bachelors,Management,Y
28352,MRS.,MEGHAN,SANZ,6/9/1943,S,F,Meghan19@Adventure-Works.Com,40000,2,Bachelors,Management,N
28353,MRS.,SUMMER,KAPOOR,1/14/1943,S,F,Summer1@Adventure-Works.Com,40000,2,Bachelors,Management,N
28354,MR.,IAN,WILSON,6/22/1965,S,M,Ian8@Adventure-Works.Com,40000,,Bachelors,Professional,N
28355,MR.,CARLOS,JAMES,9/14/1965,S,M,Carlos9@Adventure-Works.Com,40000,,Bachelors,Professional,Y
28356,MR.,BLAKE,GONZALEZ,3/1/1965,M,M,Blake35@Adventure-Works.Com,50000,3,Bachelors,Skilled Manual,Y
28357,MRS.,DANIELLE,HOWARD,2/10/1965,S,F,Danielle13@Adventure-Works.Com,50000,3,Bachelors,Skilled Manual,N
28358,MR.,AUSTIN,POWELL,6/2/1965,M,M,Austin4@Adventure-Works.Com,50000,3,Bachelors,Skilled Manual,Y
28359,MRS.,MADISON,ANDERSON,7/18/1965,M,F,Madison10@Adventure-Works.Com,50000,3,Bachelors,Skilled Manual,Y
28360,MR.,ISAIAH,ADAMS,7/3/1965,M,M,Isaiah38@Adventure-Works.Com,50000,4,Bachelors,Skilled Manual,Y
28361,MS.,KAYLA,WILSON,9/26/1965,M,F,Kayla7@Adventure-Works.Com,60000,,Graduate Degree,Professional,N
28362,MS.,KAYLEE,SANCHEZ,5/13/1965,S,F,Kaylee24@Adventure-Works.Com,60000,,Graduate Degree,Professional,N
28363,MS.,SAVANNAH,TRAVERS,2/19/1965,S,F,Savannah12@Adventure-Works.Com,60000,,Graduate Degree,Professional,N
28364,MS.,ALISON,NARA,9/2/1968,M,F,Alison17@Adventure-Works.Com,40000,,Graduate Degree,Clerical,Y
28365,MS.,STACEY,ZHAO,11/6/1968,M,F,Stacey11@Adventure-Works.Com,40000,,Graduate Degree,Clerical,Y
28366,MR.,DALTON,RIVERA,5/14/1967,S,M,Dalton78@Adventure-Works.Com,10000,3,High School,Manual,Y
28367,MR.,JEROME,JOHNSEN,3/11/1967,S,M,Jerome5@Adventure-Works.Com,20000,1,Partial College,Manual,N
28368,MR.,FERNANDO,BUTLER,4/20/1967,S,M,Fernando57@Adventure-Works.Com,20000,1,Partial College,Manual,N
28369,MRS.,CAROLYN,MORENO,11/9/1967,S,F,Carolyn27@Adventure-Works.Com,20000,1,High School,Manual,Y
28370,MR.,EDDIE,GUTIERREZ,5/10/1967,S,M,Eddie11@Adventure-Works.Com,30000,1,Bachelors,Clerical,N
28371,MRS.,MANDY,LIANG,5/14/1967,S,F,Mandy18@Adventure-Works.Com,30000,1,Bachelors,Clerical,N
28372,MR.,VINCENT,HU,11/14/1967,S,M,Vincent20@Adventure-Works.Com,30000,1,Bachelors,Clerical,N
28373,MR.,SHANE,LOPEZ,9/25/1966,S,M,Shane19@Adventure-Works.Com,10000,4,Partial High School,Manual,N
28374,MR.,RUBEN,VANCE,2/15/1966,M,M,Ruben4@Adventure-Works.Com,10000,4,Partial High School,Manual,Y
28375,MRS.,KATHLEEN,DIAZ,11/11/1966,S,F,Kathleen4@Adventure-Works.Com,20000,1,High School,Manual,N
28376,MR.,EUGENE,CHEN,10/8/1967,S,M,Eugene6@Adventure-Works.Com,40000,,Bachelors,Clerical,N
28377,MR.,WALTER,ORTEGA,7/4/1967,M,M,Walter15@Adventure-Works.Com,40000,,Bachelors,Clerical,N
28378,MRS.,SARA,SANCHEZ,9/6/1966,S,F,Sara29@Adventure-Works.Com,20000,2,High School,Manual,N
28380,MRS.,LINDSAY,GOEL,2/4/1965,S,F,Lindsay19@Adventure-Works.Com,10000,5,Partial High School,Manual,N
28381,MR.,CEDRIC,TANG,4/24/1965,S,M,Cedric26@Adventure-Works.Com,20000,2,High School,Manual,N
28382,MR.,ROBERTO,ORTEGA,10/3/1965,M,M,Roberto20@Adventure-Works.Com,20000,2,High School,Manual,Y
28383,MRS.,LACEY,ZHOU,11/27/1965,S,F,Lacey21@Adventure-Works.Com,20000,2,High School,Manual,Y
28384,MRS.,TAMARA,XIE,4/5/1965,M,F,Tamara14@Adventure-Works.Com,30000,1,Bachelors,Skilled Manual,Y
28385,MRS.,CASSIE,DENG,3/19/1965,M,F,Cassie1@Adventure-Works.Com,30000,1,Bachelors,Skilled Manual,Y
28386,MR.,SERGIO,SUBRAM,3/20/1964,M,M,Sergio13@Adventure-Works.Com,10000,5,Partial High School,Manual,Y
28387,MR.,ROBERTO,ALVAREZ,3/9/1964,M,M,Roberto4@Adventure-Works.Com,10000,5,Partial High School,Manual,Y
28388,MRS.,SHEILA,ROWE,10/2/1964,S,F,Sheila19@Adventure-Works.Com,10000,3,Partial High School,Manual,Y
28389,MRS.,RACHAEL,MARTINEZ,12/18/1964,S,F,Rachael16@Adventure-Works.Com,20000,3,High School,Manual,N
28390,MR.,FREDERICK,SURI,4/2/1964,S,M,Frederick0@Adventure-Works.Com,20000,3,High School,Manual,N
28391,MRS.,MONIQUE,JIMENEZ,9/17/1964,M,F,Monique1@Adventure-Works.Com,30000,1,Bachelors,Skilled Manual,N
28392,MR.,LUKE,GREEN,6/20/1933,M,M,Luke45@Adventure-Works.Com,30000,1,Bachelors,Skilled Manual,Y
28393,MR.,RAMON,ZHENG,7/7/1966,S,M,Ramon17@Adventure-Works.Com,40000,,Bachelors,Professional,Y
28394,MS.,ALISHA,ZHANG,4/3/1966,M,F,Alisha0@Adventure-Works.Com,40000,,Bachelors,Professional,N
28395,MR.,SHANNON,DOMINGUEZ,12/28/1966,S,M,Shannon34@Adventure-Works.Com,40000,,Bachelors,Professional,N
28396,MS.,REBEKAH,MUNOZ,8/20/1966,S,F,Rebekah27@Adventure-Works.Com,40000,,Bachelors,Professional,Y
28397,MS.,CYNTHIA,RANA,11/6/1966,M,F,Cynthia16@Adventure-Works.Com,40000,,Bachelors,Professional,N
28398,MR.,SHAWN,LAL,2/5/1963,S,M,Shawn10@Adventure-Works.Com,30000,2,Partial College,Clerical,N
28399,MR.,DALE,DENG,7/19/1963,M,M,Dale1@Adventure-Works.Com,30000,2,Partial College,Clerical,Y
28400,MR.,CEDRIC,ANAND,2/23/1963,S,M,Cedric40@Adventure-Works.Com,30000,2,Partial College,Clerical,Y
28401,MRS.,MARIA,ALEXANDER,12/4/1965,S,F,Maria40@Adventure-Works.Com,30000,2,Partial College,Clerical,Y
28402,MRS.,KRISTIN,KUMAR,5/26/1965,S,F,Kristin10@Adventure-Works.Com,30000,2,Partial College,Clerical,N
28403,MRS.,JACLYN,SHARMA,9/17/1965,M,F,Jaclyn33@Adventure-Works.Com,40000,1,Bachelors,Skilled Manual,Y
28404,MRS.,WHITNEY,RAMAN,5/13/1964,M,F,Whitney11@Adventure-Works.Com,30000,2,Partial College,Clerical,Y
28405,MR.,ERICK,MALHOTRA,10/4/1964,M,M,Erick4@Adventure-Works.Com,40000,1,Bachelors,Skilled Manual,Y
28406,MR.,GERALD,SRINI,3/23/1963,M,M,Gerald38@Adventure-Works.Com,30000,2,Partial College,Clerical,Y
28407,MRS.,EMMA,MILLER,10/28/1963,S,F,Emma5@Adventure-Works.Com,30000,3,Partial College,Clerical,N
28408,MS.,TASHA,LAL,10/12/1978,S,F,Tasha9@Adventure-Works.Com,20000,,High School,Manual,N
28409,MS.,BONNIE,RAI,9/15/1977,M,F,Bonnie23@Adventure-Works.Com,20000,,High School,Manual,N
28410,MS.,CHERYL,GILL,4/21/1977,M,F,Cheryl16@Adventure-Works.Com,20000,,High School,Manual,N
28411,MR.,JAY,RODRIGUEZ,6/16/1977,S,M,Jay26@Adventure-Works.Com,20000,,High School,Manual,Y
28412,MR.,WALTER,VAZQUEZ,8/8/1977,S,M,Walter8@Adventure-Works.Com,20000,,High School,Manual,N
28413,MR.,DALTON,MARTINEZ,3/12/1976,M,M,Dalton16@Adventure-Works.Com,10000,,Partial High School,Manual,Y
28414,MR.,BRADLEY,LUO,6/20/1978,S,M,Bradley8@Adventure-Works.Com,30000,3,Partial College,Clerical,N
28415,MRS.,MELISSA,ROGERS,12/20/1963,M,F,Melissa42@Adventure-Works.Com,40000,1,Bachelors,Skilled Manual,Y
28416,MR.,ROGER,BLACK,12/20/1963,M,M,Roger48@Adventure-Works.Com,40000,1,Bachelors,Skilled Manual,Y
28417,MRS.,ASHLEE,LAL,8/18/1962,M,F,Ashlee15@Adventure-Works.Com,40000,1,Bachelors,Skilled Manual,Y
28418,MRS.,KELLI,ZHU,2/24/1962,M,F,Kelli15@Adventure-Works.Com,40000,1,Bachelors,Skilled Manual,Y
28419,MRS.,CHERYL,SUAREZ,2/14/1962,M,F,Cheryl22@Adventure-Works.Com,40000,1,Bachelors,Skilled Manual,Y
28420,MRS.,TRACY,CHAPMAN,9/10/1962,M,F,Tracy15@Adventure-Works.Com,40000,1,Bachelors,Skilled Manual,Y
28421,MRS.,MONICA,GONZALEZ,8/15/1978,S,F,Monica18@Adventure-Works.Com,30000,3,Partial College,Clerical,N
28422,MRS.,JOY,MOYER,7/6/1977,S,F,Joy8@Adventure-Works.Com,30000,5,Partial College,Clerical,N
28423,MR.,VICTOR,ORTEGA,11/22/1977,S,M,Victor22@Adventure-Works.Com,30000,,Partial College,Clerical,N
28424,,NEIL,ROMERO,1/20/1977,S,NA,Neil8@Adventure-Works.Com,30000,,Partial College,Clerical,N
28425,MR.,GILBERT,NARA,9/21/1977,S,M,Gilbert36@Adventure-Works.Com,30000,,Partial College,Clerical,Y
28426,MR.,MELVIN,XIE,8/18/1977,S,M,Melvin3@Adventure-Works.Com,30000,,Partial College,Clerical,N
28427,MS.,YOLANDA,DENG,4/10/1977,S,F,Yolanda1@Adventure-Works.Com,30000,,Partial College,Clerical,N
28428,MS.,EBONY,ALVAREZ,6/9/1977,S,F,Ebony27@Adventure-Works.Com,30000,,Partial College,Clerical,Y
28429,MR.,DEVIN,BELL,7/9/1976,S,M,Devin81@Adventure-Works.Com,20000,,High School,Manual,N
28430,MR.,ARMANDO,SUAREZ,6/2/1975,M,M,Armando19@Adventure-Works.Com,10000,,Partial High School,Manual,Y
28431,MR.,TYRONE,SANZ,11/23/1975,M,M,Tyrone19@Adventure-Works.Com,10000,,Partial High School,Manual,N
28432,MR.,BRUCE,CARLSON,6/24/1975,S,M,Bruce39@Adventure-Works.Com,20000,,High School,Manual,N
28433,MS.,DEBORAH,SHEN,5/25/1976,S,F,Deborah6@Adventure-Works.Com,20000,,High School,Manual,N
28434,MR.,BRIAN,LAUER,2/2/1976,S,M,Brian10@Adventure-Works.Com,30000,,Partial College,Clerical,Y
28435,MR.,EDWIN,LIU,4/11/1976,M,M,Edwin4@Adventure-Works.Com,30000,,Partial College,Clerical,N
28436,MR.,DERRICK,CARLSON,6/1/1976,S,M,Derrick17@Adventure-Works.Com,30000,,Partial College,Clerical,N
28437,MS.,MARY,SMITH,5/14/1976,S,F,Mary10@Adventure-Works.Com,30000,,Partial College,Clerical,Y
28438,MS.,HEIDI,SANCHEZ,7/2/1976,S,F,Heidi23@Adventure-Works.Com,30000,,Partial College,Clerical,N
28439,MS.,OLIVIA,GRAY,11/12/1975,S,F,Olivia41@Adventure-Works.Com,20000,,Partial High School,Manual,N
28440,MS.,ALLISON,RAMIREZ,6/5/1975,S,F,Allison5@Adventure-Works.Com,20000,,Partial High School,Manual,Y
28441,MR.,PETER,NATH,10/16/1974,S,M,Peter23@Adventure-Works.Com,10000,,Partial High School,Manual,N
28442,MR.,PHILLIP,PRASAD,5/11/1974,S,M,Phillip10@Adventure-Works.Com,20000,,Partial High School,Manual,N
28443,MR.,ALFREDO,DOMINGUEZ,12/18/1975,S,M,Alfredo14@Adventure-Works.Com,30000,,Partial College,Clerical,N
28444,MR.,PEDRO,SAI,11/19/1975,S,M,Pedro6@Adventure-Works.Com,30000,,Partial College,Clerical,N
28445,MR.,SHAUN,SHE,12/19/1975,S,M,Shaun2@Adventure-Works.Com,30000,,Partial College,Clerical,N
28447,MR.,DALTON,WALKER,5/6/1973,S,M,Dalton22@Adventure-Works.Com,10000,,Partial High School,Manual,Y
28448,MS.,KATHERINE,CAMPBELL,5/11/1973,M,F,Katherine55@Adventure-Works.Com,10000,,Partial High School,Manual,Y
28449,MR.,JARRED,GILL,1/10/1970,M,M,Jarred1@Adventure-Works.Com,10000,,Graduate Degree,Manual,Y
28450,MR.,NELSON,MARTIN,2/14/1962,S,M,Nelson0@Adventure-Works.Com,10000,1,Bachelors,Manual,N
28451,MRS.,NICHOLE,CHANDER,8/4/1962,M,F,Nichole15@Adventure-Works.Com,20000,1,Graduate Degree,Manual,N
28452,MRS.,ALEXANDRA,YOUNG,11/3/1961,S,F,Alexandra91@Adventure-Works.Com,10000,1,Bachelors,Manual,N
28453,MRS.,VALERIE,LIN,1/9/1961,M,F,Valerie9@Adventure-Works.Com,10000,1,Bachelors,Manual,Y
28454,MRS.,SHAWNA,SIMPSON,5/9/1961,M,F,Shawna2@Adventure-Works.Com,10000,1,Bachelors,Manual,Y
28455,MR.,RAYMOND,SARA,6/6/1961,M,M,Raymond12@Adventure-Works.Com,10000,1,Bachelors,Manual,N
28456,MR.,TODD,XU,6/21/1961,M,M,Todd11@Adventure-Works.Com,20000,1,Graduate Degree,Clerical,Y
28457,MR.,BRUCE,GONZALEZ,10/1/1935,S,M,Bruce18@Adventure-Works.Com,10000,1,Graduate Degree,Clerical,N
28458,MRS.,CASEY,SHE,6/9/1962,S,F,Casey0@Adventure-Works.Com,30000,4,Graduate Degree,Clerical,Y
28459,MRS.,DANA,MUÑOZ,5/14/1958,M,F,Dana23@Adventure-Works.Com,20000,1,Graduate Degree,Clerical,N
28460,MR.,NATHAN,POWELL,6/4/1958,M,M,Nathan4@Adventure-Works.Com,20000,1,Bachelors,Manual,Y
28461,MR.,JOE,DOMINGUEZ,9/17/1957,M,M,Joe36@Adventure-Works.Com,10000,1,Partial College,Manual,Y
28462,MRS.,KENDRA,SERRANO,3/22/1957,M,F,Kendra16@Adventure-Works.Com,10000,1,Partial College,Manual,N
28463,MR.,EMMANUEL,ARUN,6/13/1957,S,M,Emmanuel6@Adventure-Works.Com,10000,1,Partial College,Manual,Y
28464,MR.,EDDIE,HERNANDEZ,5/11/1956,M,M,Eddie4@Adventure-Works.Com,10000,2,Partial College,Manual,Y
28465,MRS.,WENDY,SERRANO,9/17/1956,M,F,Wendy15@Adventure-Works.Com,20000,1,Bachelors,Clerical,Y
28466,MR.,MARCO,CHANDRA,9/21/1956,S,M,Marco2@Adventure-Works.Com,20000,1,Bachelors,Clerical,Y
28467,MRS.,TASHA,TANG,2/12/1955,M,F,Tasha4@Adventure-Works.Com,10000,2,Partial College,Manual,Y
28468,MRS.,MELODY,HARRISON,3/1/1955,M,F,Melody11@Adventure-Works.Com,10000,2,Partial College,Manual,Y
28469,MRS.,MORGAN,GREEN,4/4/1955,M,F,Morgan11@Adventure-Works.Com,10000,2,Partial College,Manual,Y
28470,MRS.,TAMARA,TANG,2/19/1954,M,F,Tamara15@Adventure-Works.Com,10000,2,Partial College,Manual,N
28471,MR.,PHILLIP,SULLIVAN,8/24/1954,S,M,Phillip14@Adventure-Works.Com,10000,2,Partial College,Manual,N
28472,MRS.,KELLIE,RAMOS,7/14/1938,M,F,Kellie16@Adventure-Works.Com,20000,1,Bachelors,Clerical,Y
28473,MR.,BRUCE,RODRIGUEZ,10/24/1939,S,M,Bruce19@Adventure-Works.Com,20000,1,Bachelors,Clerical,N
28474,MR.,TERRENCE,NARA,7/22/1940,S,M,Terrence17@Adventure-Works.Com,20000,1,Bachelors,Clerical,Y
28475,MR.,BRUCE,RAMOS,6/11/1941,S,M,Bruce38@Adventure-Works.Com,10000,2,Partial College,Manual,N
28476,MR.,BRADLEY,XIE,10/12/1941,S,M,Bradley5@Adventure-Works.Com,10000,2,Partial College,Manual,N
28477,MR.,KENNETH,TANG,9/3/1941,M,M,Kenneth4@Adventure-Works.Com,30000,1,Bachelors,Clerical,Y
28478,MRS.,RILEY,LONG,10/16/1943,S,F,Riley7@Adventure-Works.Com,10000,3,Partial College,Manual,Y
28479,MR.,MARVIN,GOMEZ,6/7/1980,S,M,Marvin1@Adventure-Works.Com,10000,,Partial College,Manual,N
